date,period,year,quarter,series,region,property_type,pct_1m,pct_12m,pct_3m,index
2021-12-01,2021-12,2021,2021Q4,Dublin - houses,Dublin,Houses,0.6,13.3,2.5,141.2
2021-12-01,2021-12,2021,2021Q4,Dublin City - houses,Dublin City,Houses,0.6,14.6,3.2,142.3
2021-12-01,2021-12,2021,2021Q4,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,0.0,14.5,2.1,138.4
2021-12-01,2021-12,2021,2021Q4,Fingal - houses,Fingal,Houses,1.0,11.3,2.6,139.2
2021-12-01,2021-12,2021,2021Q4,Mid-East - houses,Mid-East,Houses,1.8,13.6,5.4,157.2
2021-12-01,2021-12,2021,2021Q4,Mid-West - houses,Mid-West,Houses,0.3,11.9,1.4,172.0
2021-12-01,2021-12,2021,2021Q4,Midland - houses,Midland,Houses,1.4,17.5,5.5,189.3
2021-12-01,2021-12,2021,2021Q4,National - all residential properties,National,All residential,0.9,14.2,3.4,156.7
2021-12-01,2021-12,2021,2021Q4,National - apartments,National,Apartments,0.8,12.7,3.3,158.8
2021-12-01,2021-12,2021,2021Q4,National - houses,National,Houses,0.9,14.4,3.4,156.7
2021-12-01,2021-12,2021,2021Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,1.2,15.2,4.2,173.1
2021-12-01,2021-12,2021,2021Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,1.1,16.9,5.3,195.9
2021-12-01,2021-12,2021,2021Q4,National excluding Dublin - houses,National excluding Dublin,Houses,1.2,15.1,4.1,171.3
2021-12-01,2021-12,2021,2021Q4,South Dublin - houses,South Dublin,Houses,0.9,11.5,1.5,139.2
2021-12-01,2021-12,2021,2021Q4,South-East - houses,South-East,Houses,0.4,18.7,4.0,177.5
2021-12-01,2021-12,2021,2021Q4,South-West - houses,South-West,Houses,0.6,14.5,3.2,172.1
2021-12-01,2021-12,2021,2021Q4,West - houses,West,Houses,1.8,13.9,4.2,193.6
2022-01-01,2022-01,2022,2022Q1,Border - houses,Border,Houses,2.4,24.1,5.7,183.8
2022-01-01,2022-01,2022,2022Q1,Dublin - all residential properties,Dublin,All residential,0.5,13.2,2.1,142.2
2022-01-01,2022-01,2022,2022Q1,Dublin - apartments,Dublin,Apartments,0.7,12.4,2.7,145.8
2022-01-01,2022-01,2022,2022Q1,Dublin - houses,Dublin,Houses,0.5,13.3,1.9,141.9
2022-01-01,2022-01,2022,2022Q1,Dublin City - houses,Dublin City,Houses,0.6,14.9,2.3,143.1
2022-01-01,2022-01,2022,2022Q1,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.1,12.9,0.8,138.3
2022-01-01,2022-01,2022,2022Q1,Fingal - houses,Fingal,Houses,1.0,12.7,3.2,140.5
2022-01-01,2022-01,2022,2022Q1,Mid-East - houses,Mid-East,Houses,0.7,14.7,4.4,158.3
2022-01-01,2022-01,2022,2022Q1,Mid-West - houses,Mid-West,Houses,2.7,14.9,3.2,176.6
2022-01-01,2022-01,2022,2022Q1,Midland - houses,Midland,Houses,1.2,18.8,5.3,191.5
2022-01-01,2022-01,2022,2022Q1,National - all residential properties,National,All residential,0.9,14.8,3.1,158.1
2022-01-01,2022-01,2022,2022Q1,National - apartments,National,Apartments,0.5,13.9,3.0,159.7
2022-01-01,2022-01,2022,2022Q1,National - houses,National,Houses,0.9,14.9,3.1,158.2
2022-01-01,2022-01,2022,2022Q1,National excluding Dublin - all residential properties,National excluding Dublin,All residential,1.2,16.0,4.0,175.2
2022-01-01,2022-01,2022,2022Q1,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.3,17.4,3.8,196.5
2022-01-01,2022-01,2022,2022Q1,National excluding Dublin - houses,National excluding Dublin,Houses,1.3,16.0,4.0,173.5
2022-01-01,2022-01,2022,2022Q1,South Dublin - houses,South Dublin,Houses,0.5,11.8,1.5,139.8
2022-01-01,2022-01,2022,2022Q1,South-East - houses,South-East,Houses,0.6,18.3,2.5,178.4
2022-01-01,2022-01,2022,2022Q1,South-West - houses,South-West,Houses,0.5,13.5,2.5,172.9
2022-01-01,2022-01,2022,2022Q1,West - houses,West,Houses,3.2,16.5,6.2,199.8
2022-02-01,2022-02,2022,2022Q1,Border - houses,Border,Houses,1.8,26.5,5.9,187.1
2022-02-01,2022-02,2022,2022Q1,Dublin - all residential properties,Dublin,All residential,0.6,13.2,1.7,143.1
2022-02-01,2022-02,2022,2022Q1,Dublin - apartments,Dublin,Apartments,0.3,12.7,1.7,146.3
2022-02-01,2022-02,2022,2022Q1,Dublin - houses,Dublin,Houses,0.7,13.3,1.8,142.9
2022-02-01,2022-02,2022,2022Q1,Dublin City - houses,Dublin City,Houses,0.9,14.4,2.1,144.4
2022-02-01,2022-02,2022,2022Q1,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,1.0,13.5,0.9,139.7
2022-02-01,2022-02,2022,2022Q1,Fingal - houses,Fingal,Houses,0.9,12.9,2.9,141.8
2022-02-01,2022-02,2022,2022Q1,Mid-East - houses,Mid-East,Houses,0.5,15.0,3.0,159.1
2022-02-01,2022-02,2022,2022Q1,Mid-West - houses,Mid-West,Houses,0.9,15.2,3.9,178.2
2022-02-01,2022-02,2022,2022Q1,Midland - houses,Midland,Houses,1.0,18.2,3.7,193.4
2022-02-01,2022-02,2022,2022Q1,National - all residential properties,National,All residential,0.7,15.1,2.5,159.1
2022-02-01,2022-02,2022,2022Q1,National - apartments,National,Apartments,0.7,14.3,2.0,160.7
2022-02-01,2022-02,2022,2022Q1,National - houses,National,Houses,0.7,15.2,2.6,159.3
2022-02-01,2022-02,2022,2022Q1,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.7,16.6,3.1,176.3
2022-02-01,2022-02,2022,2022Q1,National excluding Dublin - apartments,National excluding Dublin,Apartments,1.4,18.1,2.9,199.3
2022-02-01,2022-02,2022,2022Q1,National excluding Dublin - houses,National excluding Dublin,Houses,0.6,16.5,3.1,174.6
2022-02-01,2022-02,2022,2022Q1,South Dublin - houses,South Dublin,Houses,-0.5,11.5,0.9,139.2
2022-02-01,2022-02,2022,2022Q1,South-East - houses,South-East,Houses,1.0,18.7,2.0,180.2
2022-02-01,2022-02,2022,2022Q1,South-West - houses,South-West,Houses,0.1,14.5,1.2,173.1
2022-02-01,2022-02,2022,2022Q1,West - houses,West,Houses,0.4,16.7,5.5,200.5
2022-03-01,2022-03,2022,2022Q1,Border - houses,Border,Houses,0.8,24.9,5.1,188.7
2022-03-01,2022-03,2022,2022Q1,Dublin - all residential properties,Dublin,All residential,0.3,12.6,1.5,143.6
2022-03-01,2022-03,2022,2022Q1,Dublin - apartments,Dublin,Apartments,0.6,13.0,1.6,147.2
2022-03-01,2022-03,2022,2022Q1,Dublin - houses,Dublin,Houses,0.3,12.5,1.5,143.3
2022-03-01,2022-03,2022,2022Q1,Dublin City - houses,Dublin City,Houses,0.4,13.5,1.9,144.9
2022-03-01,2022-03,2022,2022Q1,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.2,11.8,0.7,139.4
2022-03-01,2022-03,2022,2022Q1,Fingal - houses,Fingal,Houses,0.5,12.2,2.4,142.5
2022-03-01,2022-03,2022,2022Q1,Mid-East - houses,Mid-East,Houses,0.6,15.0,1.8,160.1
2022-03-01,2022-03,2022,2022Q1,Mid-West - houses,Mid-West,Houses,0.4,15.9,4.0,178.9
2022-03-01,2022-03,2022,2022Q1,Midland - houses,Midland,Houses,0.5,18.0,2.6,194.3
2022-03-01,2022-03,2022,2022Q1,National - all residential properties,National,All residential,0.5,15.1,2.1,159.9
2022-03-01,2022-03,2022,2022Q1,National - apartments,National,Apartments,0.5,14.4,1.7,161.6
2022-03-01,2022-03,2022,2022Q1,National - houses,National,Houses,0.5,15.2,2.1,160.0
2022-03-01,2022-03,2022,2022Q1,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.6,17.1,2.5,177.4
2022-03-01,2022-03,2022,2022Q1,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.4,17.5,2.1,200.1
2022-03-01,2022-03,2022,2022Q1,National excluding Dublin - houses,National excluding Dublin,Houses,0.6,17.1,2.5,175.7
2022-03-01,2022-03,2022,2022Q1,South Dublin - houses,South Dublin,Houses,0.6,11.7,0.6,140.0
2022-03-01,2022-03,2022,2022Q1,South-East - houses,South-East,Houses,0.5,20.1,2.0,181.0
2022-03-01,2022-03,2022,2022Q1,South-West - houses,South-West,Houses,0.4,15.8,0.9,173.7
2022-03-01,2022-03,2022,2022Q1,West - houses,West,Houses,1.5,18.0,5.2,203.6
2022-04-01,2022-04,2022,2022Q2,Border - houses,Border,Houses,1.3,23.6,4.0,191.1
2022-04-01,2022-04,2022,2022Q2,Dublin - all residential properties,Dublin,All residential,0.2,11.7,1.2,143.9
2022-04-01,2022-04,2022,2022Q2,Dublin - apartments,Dublin,Apartments,0.4,12.7,1.3,147.7
2022-04-01,2022-04,2022,2022Q2,Dublin - houses,Dublin,Houses,0.1,11.5,1.1,143.5
2022-04-01,2022-04,2022,2022Q2,Dublin City - houses,Dublin City,Houses,0.5,12.9,1.8,145.7
2022-04-01,2022-04,2022,2022Q2,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.4,9.8,0.4,138.8
2022-04-01,2022-04,2022,2022Q2,Fingal - houses,Fingal,Houses,-0.3,11.4,1.1,142.0
2022-04-01,2022-04,2022,2022Q2,Mid-East - houses,Mid-East,Houses,0.4,14.7,1.5,160.7
2022-04-01,2022-04,2022,2022Q2,Mid-West - houses,Mid-West,Houses,-0.9,12.5,0.4,177.3
2022-04-01,2022-04,2022,2022Q2,Midland - houses,Midland,Houses,0.2,17.3,1.6,194.6
2022-04-01,2022-04,2022,2022Q2,National - all residential properties,National,All residential,0.4,14.5,1.5,160.5
2022-04-01,2022-04,2022,2022Q2,National - apartments,National,Apartments,0.5,13.7,1.7,162.3
2022-04-01,2022-04,2022,2022Q2,National - houses,National,Houses,0.4,14.6,1.5,160.6
2022-04-01,2022-04,2022,2022Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.5,16.8,1.8,178.4
2022-04-01,2022-04,2022,2022Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.7,15.9,2.5,201.5
2022-04-01,2022-04,2022,2022Q2,National excluding Dublin - houses,National excluding Dublin,Houses,0.5,16.8,1.8,176.6
2022-04-01,2022-04,2022,2022Q2,South Dublin - houses,South Dublin,Houses,0.9,11.6,1.0,141.3
2022-04-01,2022-04,2022,2022Q2,South-East - houses,South-East,Houses,0.9,20.9,2.3,182.6
2022-04-01,2022-04,2022,2022Q2,South-West - houses,South-West,Houses,1.6,17.5,2.0,176.5
2022-04-01,2022-04,2022,2022Q2,West - houses,West,Houses,-0.3,16.9,1.6,203.0
2022-05-01,2022-05,2022,2022Q2,Border - houses,Border,Houses,-0.3,21.6,1.8,190.5
2022-05-01,2022-05,2022,2022Q2,Dublin - all residential properties,Dublin,All residential,0.7,11.5,1.2,144.9
2022-05-01,2022-05,2022,2022Q2,Dublin - apartments,Dublin,Apartments,0.2,12.0,1.1,148.0
2022-05-01,2022-05,2022,2022Q2,Dublin - houses,Dublin,Houses,0.8,11.5,1.2,144.7
2022-05-01,2022-05,2022,2022Q2,Dublin City - houses,Dublin City,Houses,0.6,13.2,1.5,146.6
2022-05-01,2022-05,2022,2022Q2,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,1.2,9.6,0.6,140.5
2022-05-01,2022-05,2022,2022Q2,Fingal - houses,Fingal,Houses,0.7,11.9,0.9,143.1
2022-05-01,2022-05,2022,2022Q2,Mid-East - houses,Mid-East,Houses,0.7,15.1,1.7,161.7
2022-05-01,2022-05,2022,2022Q2,Mid-West - houses,Mid-West,Houses,1.1,11.5,0.6,179.3
2022-05-01,2022-05,2022,2022Q2,Midland - houses,Midland,Houses,1.5,18.4,2.1,197.4
2022-05-01,2022-05,2022,2022Q2,National - all residential properties,National,All residential,0.7,14.4,1.6,161.7
2022-05-01,2022-05,2022,2022Q2,National - apartments,National,Apartments,0.4,12.6,1.4,163.0
2022-05-01,2022-05,2022,2022Q2,National - houses,National,Houses,0.8,14.6,1.6,161.9
2022-05-01,2022-05,2022,2022Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.8,16.7,1.9,179.7
2022-05-01,2022-05,2022,2022Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.9,14.0,2.0,203.3
2022-05-01,2022-05,2022,2022Q2,National excluding Dublin - houses,National excluding Dublin,Houses,0.7,16.9,1.9,177.9
2022-05-01,2022-05,2022,2022Q2,South Dublin - houses,South Dublin,Houses,0.7,10.4,2.2,142.3
2022-05-01,2022-05,2022,2022Q2,South-East - houses,South-East,Houses,1.2,21.7,2.6,184.8
2022-05-01,2022-05,2022,2022Q2,South-West - houses,South-West,Houses,0.2,17.4,2.2,176.8
2022-05-01,2022-05,2022,2022Q2,West - houses,West,Houses,1.5,17.4,2.7,206.0
2022-06-01,2022-06,2022,2022Q2,Border - houses,Border,Houses,0.4,20.1,1.4,191.3
2022-06-01,2022-06,2022,2022Q2,Dublin - all residential properties,Dublin,All residential,1.2,11.4,2.1,146.6
2022-06-01,2022-06,2022,2022Q2,Dublin - apartments,Dublin,Apartments,0.9,10.9,1.5,149.3
2022-06-01,2022-06,2022,2022Q2,Dublin - houses,Dublin,Houses,1.2,11.5,2.2,146.4
2022-06-01,2022-06,2022,2022Q2,Dublin City - houses,Dublin City,Houses,0.9,12.8,2.0,147.9
2022-06-01,2022-06,2022,2022Q2,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,1.6,9.9,2.4,142.8
2022-06-01,2022-06,2022,2022Q2,Fingal - houses,Fingal,Houses,1.1,12.5,1.4,144.6
2022-06-01,2022-06,2022,2022Q2,Mid-East - houses,Mid-East,Houses,1.4,15.4,2.4,164.0
2022-06-01,2022-06,2022,2022Q2,Mid-West - houses,Mid-West,Houses,1.0,11.9,1.3,181.2
2022-06-01,2022-06,2022,2022Q2,Midland - houses,Midland,Houses,1.5,17.4,3.1,200.3
2022-06-01,2022-06,2022,2022Q2,National - all residential properties,National,All residential,1.1,14.0,2.2,163.4
2022-06-01,2022-06,2022,2022Q2,National - apartments,National,Apartments,0.8,11.8,1.7,164.3
2022-06-01,2022-06,2022,2022Q2,National - houses,National,Houses,1.1,14.3,2.2,163.6
2022-06-01,2022-06,2022,2022Q2,National excluding Dublin - all residential properties,National excluding Dublin,All residential,1.0,16.0,2.3,181.5
2022-06-01,2022-06,2022,2022Q2,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.4,14.0,2.1,204.2
2022-06-01,2022-06,2022,2022Q2,National excluding Dublin - houses,National excluding Dublin,Houses,1.0,16.2,2.3,179.7
2022-06-01,2022-06,2022,2022Q2,South Dublin - houses,South Dublin,Houses,1.6,10.7,3.2,144.5
2022-06-01,2022-06,2022,2022Q2,South-East - houses,South-East,Houses,0.2,19.1,2.2,185.1
2022-06-01,2022-06,2022,2022Q2,South-West - houses,South-West,Houses,0.7,14.6,2.6,178.1
2022-06-01,2022-06,2022,2022Q2,West - houses,West,Houses,1.3,19.3,2.5,208.7
2022-07-01,2022-07,2022,2022Q3,Border - houses,Border,Houses,0.6,17.9,0.7,192.4
2022-07-01,2022-07,2022,2022Q3,Dublin - all residential properties,Dublin,All residential,0.8,10.7,2.7,147.8
2022-07-01,2022-07,2022,2022Q3,Dublin - apartments,Dublin,Apartments,0.4,9.5,1.5,149.9
2022-07-01,2022-07,2022,2022Q3,Dublin - houses,Dublin,Houses,0.9,11.0,3.0,147.8
2022-07-01,2022-07,2022,2022Q3,Dublin City - houses,Dublin City,Houses,0.9,12.3,2.4,149.2
2022-07-01,2022-07,2022,2022Q3,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,1.3,9.7,4.2,144.6
2022-07-01,2022-07,2022,2022Q3,Fingal - houses,Fingal,Houses,0.2,11.5,2.0,144.9
2022-07-01,2022-07,2022,2022Q3,Mid-East - houses,Mid-East,Houses,1.1,15.0,3.1,165.7
2022-07-01,2022-07,2022,2022Q3,Mid-West - houses,Mid-West,Houses,2.2,11.6,4.4,185.1
2022-07-01,2022-07,2022,2022Q3,Midland - houses,Midland,Houses,0.9,16.4,3.9,202.2
2022-07-01,2022-07,2022,2022Q3,National - all residential properties,National,All residential,1.0,13.1,2.8,165.0
2022-07-01,2022-07,2022,2022Q3,National - apartments,National,Apartments,0.4,10.5,1.6,165.0
2022-07-01,2022-07,2022,2022Q3,National - houses,National,Houses,1.0,13.5,2.9,165.3
2022-07-01,2022-07,2022,2022Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,1.1,15.1,2.8,183.4
2022-07-01,2022-07,2022,2022Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.6,12.8,2.0,205.5
2022-07-01,2022-07,2022,2022Q3,National excluding Dublin - houses,National excluding Dublin,Houses,1.1,15.3,2.9,181.7
2022-07-01,2022-07,2022,2022Q3,South Dublin - houses,South Dublin,Houses,1.5,9.7,3.8,146.6
2022-07-01,2022-07,2022,2022Q3,South-East - houses,South-East,Houses,1.2,18.0,2.6,187.3
2022-07-01,2022-07,2022,2022Q3,South-West - houses,South-West,Houses,0.5,13.0,1.5,179.1
2022-07-01,2022-07,2022,2022Q3,West - houses,West,Houses,1.6,18.6,4.4,212.0
2022-08-01,2022-08,2022,2022Q3,Border - houses,Border,Houses,0.3,14.9,1.3,192.9
2022-08-01,2022-08,2022,2022Q3,Dublin - all residential properties,Dublin,All residential,1.2,9.8,3.2,149.6
2022-08-01,2022-08,2022,2022Q3,Dublin - apartments,Dublin,Apartments,1.0,8.8,2.3,151.4
2022-08-01,2022-08,2022,2022Q3,Dublin - houses,Dublin,Houses,1.3,10.0,3.5,149.7
2022-08-01,2022-08,2022,2022Q3,Dublin City - houses,Dublin City,Houses,0.4,10.5,2.2,149.8
2022-08-01,2022-08,2022,2022Q3,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,1.9,9.4,4.9,147.4
2022-08-01,2022-08,2022,2022Q3,Fingal - houses,Fingal,Houses,1.4,10.0,2.7,146.9
2022-08-01,2022-08,2022,2022Q3,Mid-East - houses,Mid-East,Houses,0.7,13.6,3.2,166.8
2022-08-01,2022-08,2022,2022Q3,Mid-West - houses,Mid-West,Houses,1.3,11.2,4.6,187.5
2022-08-01,2022-08,2022,2022Q3,Midland - houses,Midland,Houses,0.9,15.1,3.3,203.9
2022-08-01,2022-08,2022,2022Q3,National - all residential properties,National,All residential,1.1,11.8,3.1,166.7
2022-08-01,2022-08,2022,2022Q3,National - apartments,National,Apartments,0.8,9.8,2.1,166.3
2022-08-01,2022-08,2022,2022Q3,National - houses,National,Houses,1.1,12.1,3.3,167.1
2022-08-01,2022-08,2022,2022Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.9,13.5,3.0,185.1
2022-08-01,2022-08,2022,2022Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.4,12.0,1.5,206.3
2022-08-01,2022-08,2022,2022Q3,National excluding Dublin - houses,National excluding Dublin,Houses,1.0,13.6,3.1,183.4
2022-08-01,2022-08,2022,2022Q3,South Dublin - houses,South Dublin,Houses,1.9,10.1,5.1,149.5
2022-08-01,2022-08,2022,2022Q3,South-East - houses,South-East,Houses,1.8,15.1,3.2,190.7
2022-08-01,2022-08,2022,2022Q3,South-West - houses,South-West,Houses,0.7,10.7,2.0,180.4
2022-08-01,2022-08,2022,2022Q3,West - houses,West,Houses,1.6,18.2,4.6,215.5
2022-09-01,2022-09,2022,2022Q3,Border - houses,Border,Houses,0.5,12.7,1.4,193.9
2022-09-01,2022-09,2022,2022Q3,Dublin - all residential properties,Dublin,All residential,0.8,9.2,2.9,150.9
2022-09-01,2022-09,2022,2022Q3,Dublin - apartments,Dublin,Apartments,0.3,7.4,1.7,151.8
2022-09-01,2022-09,2022,2022Q3,Dublin - houses,Dublin,Houses,1.0,9.7,3.2,151.1
2022-09-01,2022-09,2022,2022Q3,Dublin City - houses,Dublin City,Houses,0.8,9.5,2.1,151.0
2022-09-01,2022-09,2022,2022Q3,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,0.7,9.4,3.9,148.4
2022-09-01,2022-09,2022,2022Q3,Fingal - houses,Fingal,Houses,1.3,9.7,2.9,148.8
2022-09-01,2022-09,2022,2022Q3,Mid-East - houses,Mid-East,Houses,0.3,12.1,2.1,167.3
2022-09-01,2022-09,2022,2022Q3,Mid-West - houses,Mid-West,Houses,0.4,11.0,3.9,188.3
2022-09-01,2022-09,2022,2022Q3,Midland - houses,Midland,Houses,0.0,13.7,1.8,204.0
2022-09-01,2022-09,2022,2022Q3,National - all residential properties,National,All residential,0.6,10.7,2.6,167.7
2022-09-01,2022-09,2022,2022Q3,National - apartments,National,Apartments,-0.2,8.1,1.1,166.0
2022-09-01,2022-09,2022,2022Q3,National - houses,National,Houses,0.7,11.0,2.8,168.3
2022-09-01,2022-09,2022,2022Q3,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.4,11.8,2.4,185.8
2022-09-01,2022-09,2022,2022Q3,National excluding Dublin - apartments,National excluding Dublin,Apartments,-1.2,9.5,-0.2,203.8
2022-09-01,2022-09,2022,2022Q3,National excluding Dublin - houses,National excluding Dublin,Houses,0.5,12.0,2.6,184.3
2022-09-01,2022-09,2022,2022Q3,South Dublin - houses,South Dublin,Houses,1.4,10.5,4.9,151.6
2022-09-01,2022-09,2022,2022Q3,South-East - houses,South-East,Houses,0.2,12.0,3.2,191.0
2022-09-01,2022-09,2022,2022Q3,South-West - houses,South-West,Houses,1.0,9.2,2.3,182.2
2022-09-01,2022-09,2022,2022Q3,West - houses,West,Houses,0.5,16.6,3.8,216.6
2022-10-01,2022-10,2022,2022Q4,Border - houses,Border,Houses,-0.1,11.4,0.7,193.8
2022-10-01,2022-10,2022,2022Q4,Dublin - all residential properties,Dublin,All residential,-0.1,8.2,2.0,150.8
2022-10-01,2022-10,2022,2022Q4,Dublin - apartments,Dublin,Apartments,1.0,8.0,2.4,153.4
2022-10-01,2022-10,2022,2022Q4,Dublin - houses,Dublin,Houses,-0.3,8.3,1.9,150.7
2022-10-01,2022-10,2022,2022Q4,Dublin City - houses,Dublin City,Houses,-1.1,6.7,0.1,149.4
2022-10-01,2022-10,2022,2022Q4,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.7,7.4,1.9,147.3
2022-10-01,2022-10,2022,2022Q4,Fingal - houses,Fingal,Houses,0.5,9.9,3.3,149.6
2022-10-01,2022-10,2022,2022Q4,Mid-East - houses,Mid-East,Houses,0.7,11.1,1.7,168.5
2022-10-01,2022-10,2022,2022Q4,Mid-West - houses,Mid-West,Houses,-0.4,9.5,1.3,187.5
2022-10-01,2022-10,2022,2022Q4,Midland - houses,Midland,Houses,-0.2,11.9,0.7,203.5
2022-10-01,2022-10,2022,2022Q4,National - all residential properties,National,All residential,0.2,9.6,1.9,168.1
2022-10-01,2022-10,2022,2022Q4,National - apartments,National,Apartments,0.9,8.0,1.5,167.5
2022-10-01,2022-10,2022,2022Q4,National - houses,National,Houses,0.1,9.8,1.9,168.5
2022-10-01,2022-10,2022,2022Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.4,10.7,1.7,186.6
2022-10-01,2022-10,2022,2022Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,0.5,8.2,-0.3,204.8
2022-10-01,2022-10,2022,2022Q4,National excluding Dublin - houses,National excluding Dublin,Houses,0.4,10.9,1.9,185.1
2022-10-01,2022-10,2022,2022Q4,South Dublin - houses,South Dublin,Houses,0.9,11.0,4.3,152.9
2022-10-01,2022-10,2022,2022Q4,South-East - houses,South-East,Houses,0.0,9.7,2.0,191.0
2022-10-01,2022-10,2022,2022Q4,South-West - houses,South-West,Houses,1.1,9.2,2.9,184.3
2022-10-01,2022-10,2022,2022Q4,West - houses,West,Houses,0.4,15.6,2.6,217.5
2022-11-01,2022-11,2022,2022Q4,Border - houses,Border,Houses,1.6,11.5,2.1,196.9
2022-11-01,2022-11,2022,2022Q4,Dublin - all residential properties,Dublin,All residential,-0.2,6.9,0.6,150.4
2022-11-01,2022-11,2022,2022Q4,Dublin - apartments,Dublin,Apartments,0.1,6.7,1.4,153.5
2022-11-01,2022-11,2022,2022Q4,Dublin - houses,Dublin,Houses,-0.3,7.0,0.4,150.2
2022-11-01,2022-11,2022,2022Q4,Dublin City - houses,Dublin City,Houses,-0.6,4.9,-0.9,148.4
2022-11-01,2022-11,2022,2022Q4,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.6,5.8,-0.6,146.4
2022-11-01,2022-11,2022,2022Q4,Fingal - houses,Fingal,Houses,0.2,8.7,2.0,149.8
2022-11-01,2022-11,2022,2022Q4,Mid-East - houses,Mid-East,Houses,1.0,10.2,2.0,170.2
2022-11-01,2022-11,2022,2022Q4,Mid-West - houses,Mid-West,Houses,-0.4,9.0,-0.4,186.8
2022-11-01,2022-11,2022,2022Q4,Midland - houses,Midland,Houses,0.4,9.5,0.2,204.2
2022-11-01,2022-11,2022,2022Q4,National - all residential properties,National,All residential,0.2,8.5,1.0,168.4
2022-11-01,2022-11,2022,2022Q4,National - apartments,National,Apartments,-0.2,6.1,0.5,167.1
2022-11-01,2022-11,2022,2022Q4,National - houses,National,Houses,0.3,8.8,1.1,168.9
2022-11-01,2022-11,2022,2022Q4,National excluding Dublin - all residential properties,National excluding Dublin,All residential,0.5,9.7,1.3,187.6
2022-11-01,2022-11,2022,2022Q4,National excluding Dublin - apartments,National excluding Dublin,Apartments,-0.9,4.8,-1.6,203.1
2022-11-01,2022-11,2022,2022Q4,National excluding Dublin - houses,National excluding Dublin,Houses,0.6,10.0,1.6,186.3
2022-11-01,2022-11,2022,2022Q4,South Dublin - houses,South Dublin,Houses,0.3,11.3,2.7,153.5
2022-11-01,2022-11,2022,2022Q4,South-East - houses,South-East,Houses,0.1,8.2,0.2,191.1
2022-11-01,2022-11,2022,2022Q4,South-West - houses,South-West,Houses,0.7,8.5,2.9,185.5
2022-11-01,2022-11,2022,2022Q4,West - houses,West,Houses,0.7,15.2,1.6,219.0
2022-12-01,2022-12,2022,2022Q4,Border - houses,Border,Houses,1.5,11.3,3.1,199.8
2022-12-01,2022-12,2022,2022Q4,Dublin - all residential properties,Dublin,All residential,-0.3,5.9,-0.6,149.9
2022-12-01,2022-12,2022,2022Q4,Dublin - apartments,Dublin,Apartments,-0.3,5.7,0.8,153.1
2022-12-01,2022-12,2022,2022Q4,Dublin - houses,Dublin,Houses,-0.4,6.0,-1.0,149.7
2022-12-01,2022-12,2022,2022Q4,Dublin City - houses,Dublin City,Houses,-0.9,3.3,-2.6,147.1
2022-12-01,2022-12,2022,2022Q4,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,-0.5,5.2,-1.8,145.7
2022-12-01,2022-12,2022,2022Q4,Fingal - houses,Fingal,Houses,0.2,7.8,0.9,150.1
2022-12-01,2022-12,2022,2022Q4,Mid-East - houses,Mid-East,Houses,0.8,9.1,2.5,171.6
2022-12-01,2022-12,2022,2022Q4,Mid-West - houses,Mid-West,Houses,0.6,9.3,-0.2,188.0
2022-12-01,2022-12,2022,2022Q4,Midland - houses,Midland,Houses,-0.4,7.5,-0.3,203.4
2022-12-01,2022-12,2022,2022Q4,National - all residential properties,National,All residential,0.2,7.7,0.6,168.8
2022-12-01,2022-12,2022,2022Q4,National - apartments,National,Apartments,0.1,5.4,0.8,167.3
