date,period,series,region,property_type,index,pct_1m,pct_3m,pct_12m
2011-12-01,2011-12,West - houses,West,Houses,114.5,-1.6,-4.1,-14.2
2012-01-01,2012-01,Border - houses,Border,Houses,111.9,-1.8,-2.2,-25.3
2012-01-01,2012-01,Dublin - all residential properties,Dublin,All residential,66.4,-1.8,-5.8,-20.5
2012-01-01,2012-01,Dublin - apartments,Dublin,Apartments,72.5,-2.6,-5.8,-18.6
2012-01-01,2012-01,Dublin - houses,Dublin,Houses,65.7,-1.7,-5.8,-20.8
2012-01-01,2012-01,Dublin City - houses,Dublin City,Houses,62.6,-3.2,-6.9,-23.5
2012-01-01,2012-01,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,64.0,0.0,-4.5,-22.8
2012-01-01,2012-01,Fingal - houses,Fingal,Houses,69.9,-1.6,-7.2,-19.7
2012-01-01,2012-01,Mid-East - houses,Mid-East,Houses,76.1,-2.7,-6.4,-23.2
2012-01-01,2012-01,Mid-West - houses,Mid-West,Houses,110.3,-0.2,-3.4,-19.7
2012-01-01,2012-01,Midland - houses,Midland,Houses,96.2,-0.6,-6.9,-24.6
2012-01-01,2012-01,National - all residential properties,National,All residential,77.8,-1.7,-4.8,-20.2
2012-01-01,2012-01,National - apartments,National,Apartments,74.5,-1.8,-4.7,-22.3
2012-01-01,2012-01,National - houses,National,Houses,78.1,-1.7,-5.1,-20.0
2012-01-01,2012-01,National excluding Dublin - all residential properties,National excluding Dublin,All residential,92.5,-1.5,-3.9,-19.9
2012-01-01,2012-01,National excluding Dublin - apartments,National excluding Dublin,Apartments,87.5,2.4,7.7,-31.6
2012-01-01,2012-01,National excluding Dublin - houses,National excluding Dublin,Houses,92.5,-1.7,-4.6,-19.4
2012-01-01,2012-01,South Dublin - houses,South Dublin,Houses,68.5,-2.9,-6.8,-18.5
2012-01-01,2012-01,South-East - houses,South-East,Houses,91.0,-1.1,-4.4,-21.2
2012-01-01,2012-01,South-West - houses,South-West,Houses,91.1,-0.6,-4.0,-13.8
2012-01-01,2012-01,West - houses,West,Houses,109.2,-4.6,-6.5,-16.1
2012-02-01,2012-02,Border - houses,Border,Houses,107.8,-3.6,-4.9,-27.9
2012-02-01,2012-02,Dublin - all residential properties,Dublin,All residential,64.6,-2.7,-6.2,-21.0
2012-02-01,2012-02,Dublin - apartments,Dublin,Apartments,69.7,-3.8,-7.6,-20.8
2012-02-01,2012-02,Dublin - houses,Dublin,Houses,64.0,-2.5,-6.0,-21.0
2012-02-01,2012-02,Dublin City - houses,Dublin City,Houses,60.6,-3.2,-7.5,-24.1
2012-02-01,2012-02,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,63.2,-1.1,-3.7,-20.8
2012-02-01,2012-02,Fingal - houses,Fingal,Houses,68.2,-2.5,-6.9,-22.2
2012-02-01,2012-02,Mid-East - houses,Mid-East,Houses,74.4,-2.1,-6.8,-23.8
2012-02-01,2012-02,Mid-West - houses,Mid-West,Houses,108.3,-1.8,-1.8,-19.6
2012-02-01,2012-02,Midland - houses,Midland,Houses,94.6,-1.6,-6.2,-23.8
2012-02-01,2012-02,National - all residential properties,National,All residential,76.0,-2.3,-5.3,-20.5
2012-02-01,2012-02,National - apartments,National,Apartments,72.9,-2.1,-4.9,-22.7
2012-02-01,2012-02,National - houses,National,Houses,76.3,-2.3,-5.6,-20.3
2012-02-01,2012-02,National excluding Dublin - all residential properties,National excluding Dublin,All residential,90.8,-1.9,-4.6,-20.0
2012-02-01,2012-02,National excluding Dublin - apartments,National excluding Dublin,Apartments,90.1,3.0,10.2,-27.3
2012-02-01,2012-02,National excluding Dublin - houses,National excluding Dublin,Houses,90.6,-2.1,-5.3,-19.8
2012-02-01,2012-02,South Dublin - houses,South Dublin,Houses,66.8,-2.5,-7.3,-20.1
2012-02-01,2012-02,South-East - houses,South-East,Houses,88.3,-2.9,-5.7,-21.7
2012-02-01,2012-02,South-West - houses,South-West,Houses,90.2,-1.0,-3.6,-13.3
2012-02-01,2012-02,West - houses,West,Houses,107.7,-1.4,-7.4,-14.4
2012-03-01,2012-03,Border - houses,Border,Houses,112.3,4.1,-1.5,-23.8
2012-03-01,2012-03,Dublin - all residential properties,Dublin,All residential,65.1,0.7,-3.8,-18.2
2012-03-01,2012-03,Dublin - apartments,Dublin,Apartments,67.3,-3.5,-9.6,-21.9
2012-03-01,2012-03,Dublin - houses,Dublin,Houses,64.9,1.4,-2.8,-17.7
2012-03-01,2012-03,Dublin City - houses,Dublin City,Houses,59.8,-1.2,-7.4,-23.2
2012-03-01,2012-03,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,63.9,1.0,-0.1,-16.9
2012-03-01,2012-03,Fingal - houses,Fingal,Houses,69.2,1.5,-2.6,-19.8
2012-03-01,2012-03,Mid-East - houses,Mid-East,Houses,73.8,-0.9,-5.6,-22.5
2012-03-01,2012-03,Mid-West - houses,Mid-West,Houses,107.3,-1.0,-2.9,-19.8
2012-03-01,2012-03,Midland - houses,Midland,Houses,96.5,2.0,-0.2,-19.5
2012-03-01,2012-03,National - all residential properties,National,All residential,76.4,0.5,-3.4,-18.0
2012-03-01,2012-03,National - apartments,National,Apartments,71.2,-2.4,-6.2,-23.0
2012-03-01,2012-03,National - houses,National,Houses,77.0,0.9,-3.1,-17.6
2012-03-01,2012-03,National excluding Dublin - all residential properties,National excluding Dublin,All residential,91.1,0.4,-3.0,-17.9
2012-03-01,2012-03,National excluding Dublin - apartments,National excluding Dublin,Apartments,90.2,0.2,5.6,-25.1
2012-03-01,2012-03,National excluding Dublin - houses,National excluding Dublin,Houses,91.1,0.5,-3.3,-17.6
2012-03-01,2012-03,South Dublin - houses,South Dublin,Houses,66.1,-1.1,-6.4,-20.3
2012-03-01,2012-03,South-East - houses,South-East,Houses,88.4,0.1,-3.9,-21.2
2012-03-01,2012-03,South-West - houses,South-West,Houses,88.7,-1.6,-3.1,-13.2
2012-03-01,2012-03,West - houses,West,Houses,107.3,-0.3,-6.2,-11.6
2012-04-01,2012-04,Border - houses,Border,Houses,111.3,-0.9,-0.5,-24.6
2012-04-01,2012-04,Dublin - all residential properties,Dublin,All residential,64.8,-0.4,-2.4,-17.9
2012-04-01,2012-04,Dublin - apartments,Dublin,Apartments,66.7,-0.8,-7.9,-22.3
2012-04-01,2012-04,Dublin - houses,Dublin,Houses,64.6,-0.4,-1.6,-17.3
2012-04-01,2012-04,Dublin City - houses,Dublin City,Houses,59.6,-0.3,-4.7,-21.9
2012-04-01,2012-04,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,62.9,-1.6,-1.7,-17.2
2012-04-01,2012-04,Fingal - houses,Fingal,Houses,68.8,-0.5,-1.5,-19.4
2012-04-01,2012-04,Mid-East - houses,Mid-East,Houses,72.0,-2.4,-5.3,-22.6
2012-04-01,2012-04,Mid-West - houses,Mid-West,Houses,104.6,-2.5,-5.2,-20.1
2012-04-01,2012-04,Midland - houses,Midland,Houses,96.3,-0.2,0.2,-16.5
2012-04-01,2012-04,National - all residential properties,National,All residential,75.2,-1.6,-3.3,-18.2
2012-04-01,2012-04,National - apartments,National,Apartments,70.1,-1.6,-6.0,-23.8
2012-04-01,2012-04,National - houses,National,Houses,75.7,-1.6,-3.0,-17.7
2012-04-01,2012-04,National excluding Dublin - all residential properties,National excluding Dublin,All residential,88.7,-2.7,-4.1,-18.6
2012-04-01,2012-04,National excluding Dublin - apartments,National excluding Dublin,Apartments,87.6,-2.9,0.1,-26.8
2012-04-01,2012-04,National excluding Dublin - houses,National excluding Dublin,Houses,88.8,-2.5,-4.1,-18.1
2012-04-01,2012-04,South Dublin - houses,South Dublin,Houses,65.6,-0.7,-4.2,-19.9
2012-04-01,2012-04,South-East - houses,South-East,Houses,87.9,-0.6,-3.4,-17.5
2012-04-01,2012-04,South-West - houses,South-West,Houses,86.6,-2.4,-4.9,-13.7
2012-04-01,2012-04,West - houses,West,Houses,104.4,-2.7,-4.4,-15.6
2012-05-01,2012-05,Border - houses,Border,Houses,111.5,0.2,3.4,-22.8
2012-05-01,2012-05,Dublin - all residential properties,Dublin,All residential,64.8,0.0,0.3,-16.5
2012-05-01,2012-05,Dublin - apartments,Dublin,Apartments,65.9,-1.2,-5.5,-22.0
2012-05-01,2012-05,Dublin - houses,Dublin,Houses,64.7,0.1,1.0,-15.9
2012-05-01,2012-05,Dublin City - houses,Dublin City,Houses,59.9,0.5,-1.1,-19.9
2012-05-01,2012-05,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,62.8,0.0,-0.7,-16.3
2012-05-01,2012-05,Fingal - houses,Fingal,Houses,67.8,-1.5,-0.5,-18.7
2012-05-01,2012-05,Mid-East - houses,Mid-East,Houses,71.8,-0.3,-3.5,-21.6
2012-05-01,2012-05,Mid-West - houses,Mid-West,Houses,104.9,0.3,-3.2,-17.2
2012-05-01,2012-05,Midland - houses,Midland,Houses,96.6,0.3,2.1,-12.8
2012-05-01,2012-05,National - all residential properties,National,All residential,75.0,-0.4,-1.4,-17.1
2012-05-01,2012-05,National - apartments,National,Apartments,69.1,-1.4,-5.3,-23.3
2012-05-01,2012-05,National - houses,National,Houses,75.5,-0.3,-1.0,-16.5
2012-05-01,2012-05,National excluding Dublin - all residential properties,National excluding Dublin,All residential,88.1,-0.7,-2.9,-17.6
2012-05-01,2012-05,National excluding Dublin - apartments,National excluding Dublin,Apartments,86.3,-1.4,-4.1,-24.7
2012-05-01,2012-05,National excluding Dublin - houses,National excluding Dublin,Houses,88.2,-0.6,-2.6,-17.2
2012-05-01,2012-05,South Dublin - houses,South Dublin,Houses,65.3,-0.4,-2.2,-18.4
2012-05-01,2012-05,South-East - houses,South-East,Houses,87.5,-0.4,-0.9,-15.5
2012-05-01,2012-05,South-West - houses,South-West,Houses,85.3,-1.5,-5.4,-14.5
2012-05-01,2012-05,West - houses,West,Houses,100.9,-3.4,-6.3,-17.7
2012-06-01,2012-06,Border - houses,Border,Houses,107.8,-3.3,-4.0,-21.0
2012-06-01,2012-06,Dublin - all residential properties,Dublin,All residential,65.1,0.5,0.1,-14.9
2012-06-01,2012-06,Dublin - apartments,Dublin,Apartments,65.3,-0.9,-2.9,-21.0
2012-06-01,2012-06,Dublin - houses,Dublin,Houses,65.1,0.7,0.4,-14.2
2012-06-01,2012-06,Dublin City - houses,Dublin City,Houses,60.0,0.1,0.3,-18.6
2012-06-01,2012-06,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,63.2,0.5,-1.1,-14.4
2012-06-01,2012-06,Fingal - houses,Fingal,Houses,68.2,0.5,-1.4,-16.7
2012-06-01,2012-06,Mid-East - houses,Mid-East,Houses,71.8,0.0,-2.6,-20.9
2012-06-01,2012-06,Mid-West - houses,Mid-West,Houses,103.2,-1.6,-3.8,-17.2
2012-06-01,2012-06,Midland - houses,Midland,Houses,92.9,-3.9,-3.8,-16.6
2012-06-01,2012-06,National - all residential properties,National,All residential,74.8,-0.2,-2.1,-16.0
2012-06-01,2012-06,National - apartments,National,Apartments,68.2,-1.2,-4.1,-22.6
2012-06-01,2012-06,National - houses,National,Houses,75.5,-0.1,-2.0,-15.5
2012-06-01,2012-06,National excluding Dublin - all residential properties,National excluding Dublin,All residential,87.3,-0.9,-4.2,-17.1
2012-06-01,2012-06,National excluding Dublin - apartments,National excluding Dublin,Apartments,84.7,-1.9,-6.1,-23.5
2012-06-01,2012-06,National excluding Dublin - houses,National excluding Dublin,Houses,87.5,-0.8,-3.9,-16.7
2012-06-01,2012-06,South Dublin - houses,South Dublin,Houses,66.0,1.1,0.0,-16.0
2012-06-01,2012-06,South-East - houses,South-East,Houses,86.9,-0.7,-1.7,-16.1
2012-06-01,2012-06,South-West - houses,South-West,Houses,84.7,-0.6,-4.5,-13.1
2012-06-01,2012-06,West - houses,West,Houses,101.6,0.7,-5.3,-16.0
2012-07-01,2012-07,Border - houses,Border,Houses,106.7,-1.1,-4.1,-20.5
2012-07-01,2012-07,Dublin - all residential properties,Dublin,All residential,66.5,2.1,2.7,-11.7
2012-07-01,2012-07,Dublin - apartments,Dublin,Apartments,66.1,1.2,-1.0,-18.6
2012-07-01,2012-07,Dublin - houses,Dublin,Houses,66.6,2.2,3.0,-11.0
2012-07-01,2012-07,Dublin City - houses,Dublin City,Houses,60.8,1.4,2.0,-15.4
2012-07-01,2012-07,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,64.7,2.4,2.9,-10.7
2012-07-01,2012-07,Fingal - houses,Fingal,Houses,69.0,1.2,0.2,-14.2
2012-07-01,2012-07,Mid-East - houses,Mid-East,Houses,72.5,0.9,0.7,-17.8
2012-07-01,2012-07,Mid-West - houses,Mid-West,Houses,102.5,-0.6,-2.0,-14.8
2012-07-01,2012-07,Midland - houses,Midland,Houses,90.5,-2.5,-6.0,-16.7
2012-07-01,2012-07,National - all residential properties,National,All residential,75.6,1.1,0.5,-13.3
2012-07-01,2012-07,National - apartments,National,Apartments,68.6,0.6,-2.0,-20.2
2012-07-01,2012-07,National - houses,National,Houses,76.2,1.0,0.6,-12.9
2012-07-01,2012-07,National excluding Dublin - all residential properties,National excluding Dublin,All residential,87.4,0.1,-1.5,-14.8
2012-07-01,2012-07,National excluding Dublin - apartments,National excluding Dublin,Apartments,85.5,0.9,-2.4,-18.0
2012-07-01,2012-07,National excluding Dublin - houses,National excluding Dublin,Houses,87.5,0.0,-1.4,-14.6
2012-07-01,2012-07,South Dublin - houses,South Dublin,Houses,66.8,1.1,1.8,-14.6
2012-07-01,2012-07,South-East - houses,South-East,Houses,85.2,-2.0,-3.1,-15.7
2012-07-01,2012-07,South-West - houses,South-West,Houses,84.6,-0.2,-2.3,-12.0
2012-07-01,2012-07,West - houses,West,Houses,102.0,0.4,-2.3,-15.1
2012-08-01,2012-08,Border - houses,Border,Houses,103.0,-3.5,-7.7,-18.1
2012-08-01,2012-08,Dublin - all residential properties,Dublin,All residential,67.4,1.2,3.9,-8.8
2012-08-01,2012-08,Dublin - apartments,Dublin,Apartments,66.7,0.9,1.2,-17.4
2012-08-01,2012-08,Dublin - houses,Dublin,Houses,67.4,1.3,4.2,-7.7
2012-08-01,2012-08,Dublin City - houses,Dublin City,Houses,61.6,1.3,2.9,-12.7
2012-08-01,2012-08,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,66.5,2.7,5.8,-5.7
2012-08-01,2012-08,Fingal - houses,Fingal,Houses,69.5,0.8,2.5,-11.2
2012-08-01,2012-08,Mid-East - houses,Mid-East,Houses,73.3,1.1,2.0,-14.8
2012-08-01,2012-08,Mid-West - houses,Mid-West,Houses,102.0,-0.5,-2.7,-12.3
2012-08-01,2012-08,Midland - houses,Midland,Houses,90.1,-0.5,-6.8,-15.6
2012-08-01,2012-08,National - all residential properties,National,All residential,75.7,0.2,1.0,-10.9
2012-08-01,2012-08,National - apartments,National,Apartments,68.4,-0.4,-1.1,-18.0
2012-08-01,2012-08,National - houses,National,Houses,76.4,0.2,1.1,-10.5
2012-08-01,2012-08,National excluding Dublin - all residential properties,National excluding Dublin,All residential,86.6,-0.9,-1.7,-12.9
2012-08-01,2012-08,National excluding Dublin - apartments,National excluding Dublin,Apartments,82.5,-3.6,-4.5,-10.6
2012-08-01,2012-08,National excluding Dublin - houses,National excluding Dublin,Houses,86.9,-0.7,-1.5,-13.0
2012-08-01,2012-08,South Dublin - houses,South Dublin,Houses,66.6,-0.4,1.8,-13.4
2012-08-01,2012-08,South-East - houses,South-East,Houses,84.9,-0.3,-3.0,-13.7
2012-08-01,2012-08,South-West - houses,South-West,Houses,83.7,-1.0,-1.9,-12.6
2012-08-01,2012-08,West - houses,West,Houses,99.9,-2.0,-1.0,-15.3
2012-09-01,2012-09,Border - houses,Border,Houses,99.8,-3.1,-7.4,-17.0
2012-09-01,2012-09,Dublin - all residential properties,Dublin,All residential,68.1,1.2,4.6,-5.2
2012-09-01,2012-09,Dublin - apartments,Dublin,Apartments,67.5,1.2,3.4,-13.8
2012-09-01,2012-09,Dublin - houses,Dublin,Houses,68.2,1.2,4.7,-4.1
2012-09-01,2012-09,Dublin City - houses,Dublin City,Houses,63.0,2.2,5.0,-8.6
2012-09-01,2012-09,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,67.7,1.9,7.2,-1.8
2012-09-01,2012-09,Fingal - houses,Fingal,Houses,70.3,1.1,3.1,-7.4
2012-09-01,2012-09,Mid-East - houses,Mid-East,Houses,74.0,1.0,3.0,-11.9
2012-09-01,2012-09,Mid-West - houses,Mid-West,Houses,101.8,-0.2,-1.3,-11.3
2012-09-01,2012-09,Midland - houses,Midland,Houses,91.8,1.9,-1.1,-12.6
2012-09-01,2012-09,National - all residential properties,National,All residential,76.3,0.8,2.0,-8.2
2012-09-01,2012-09,National - apartments,National,Apartments,69.2,1.2,1.4,-13.9
2012-09-01,2012-09,National - houses,National,Houses,76.9,0.7,1.9,-8.2
2012-09-01,2012-09,National excluding Dublin - all residential properties,National excluding Dublin,All residential,87.0,0.5,-0.4,-11.1
2012-09-01,2012-09,National excluding Dublin - apartments,National excluding Dublin,Apartments,84.4,2.3,-0.4,-1.5
2012-09-01,2012-09,National excluding Dublin - houses,National excluding Dublin,Houses,87.1,0.3,-0.5,-11.6
2012-09-01,2012-09,South Dublin - houses,South Dublin,Houses,66.6,0.0,0.8,-11.5
2012-09-01,2012-09,South-East - houses,South-East,Houses,83.3,-1.9,-4.1,-13.2
2012-09-01,2012-09,South-West - houses,South-West,Houses,84.3,0.8,-0.5,-10.9
2012-09-01,2012-09,West - houses,West,Houses,99.7,-0.2,-1.8,-16.4
2012-10-01,2012-10,Border - houses,Border,Houses,100.0,0.2,-6.2,-12.6
2012-10-01,2012-10,Dublin - all residential properties,Dublin,All residential,68.8,0.9,3.4,-2.3
2012-10-01,2012-10,Dublin - apartments,Dublin,Apartments,68.7,1.8,4.0,-10.7
2012-10-01,2012-10,Dublin - houses,Dublin,Houses,68.8,0.8,3.4,-1.3
2012-10-01,2012-10,Dublin City - houses,Dublin City,Houses,63.4,0.6,4.2,-5.7
2012-10-01,2012-10,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,69.7,2.9,7.8,4.0
2012-10-01,2012-10,Fingal - houses,Fingal,Houses,70.9,1.0,2.9,-5.8
2012-10-01,2012-10,Mid-East - houses,Mid-East,Houses,74.7,0.9,3.0,-8.1
2012-10-01,2012-10,Mid-West - houses,Mid-West,Houses,100.7,-1.1,-1.8,-11.8
2012-10-01,2012-10,Midland - houses,Midland,Houses,90.0,-1.9,-0.6,-12.8
2012-10-01,2012-10,National - all residential properties,National,All residential,76.6,0.3,1.3,-6.2
2012-10-01,2012-10,National - apartments,National,Apartments,70.1,1.4,2.2,-10.3
2012-10-01,2012-10,National - houses,National,Houses,77.1,0.2,1.2,-6.3
2012-10-01,2012-10,National excluding Dublin - all residential properties,National excluding Dublin,All residential,86.8,-0.3,-0.7,-9.8
2012-10-01,2012-10,National excluding Dublin - apartments,National excluding Dublin,Apartments,85.0,0.7,-0.6,4.6
2012-10-01,2012-10,National excluding Dublin - houses,National excluding Dublin,Houses,86.8,-0.4,-0.8,-10.5
2012-10-01,2012-10,South Dublin - houses,South Dublin,Houses,67.4,1.3,1.0,-8.2
2012-10-01,2012-10,South-East - houses,South-East,Houses,83.5,0.2,-2.0,-12.3
2012-10-01,2012-10,South-West - houses,South-West,Houses,84.1,-0.3,-0.6,-11.4
2012-10-01,2012-10,West - houses,West,Houses,98.6,-1.2,-3.3,-15.6
2012-11-01,2012-11,Border - houses,Border,Houses,97.6,-2.4,-5.2,-14.0
2012-11-01,2012-11,Dublin - all residential properties,Dublin,All residential,69.2,0.6,2.7,0.5
2012-11-01,2012-11,Dublin - apartments,Dublin,Apartments,68.7,0.0,3.1,-8.9
2012-11-01,2012-11,Dublin - houses,Dublin,Houses,69.3,0.8,2.8,1.8
2012-11-01,2012-11,Dublin City - houses,Dublin City,Houses,64.3,1.5,4.3,-1.8
2012-11-01,2012-11,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,70.9,1.7,6.6,8.0
2012-11-01,2012-11,Fingal - houses,Fingal,Houses,71.5,0.8,2.9,-2.4
2012-11-01,2012-11,Mid-East - houses,Mid-East,Houses,75.1,0.6,2.5,-6.0
2012-11-01,2012-11,Mid-West - houses,Mid-West,Houses,99.6,-1.1,-2.3,-9.6
2012-11-01,2012-11,Midland - houses,Midland,Houses,88.2,-2.0,-2.1,-12.5
2012-11-01,2012-11,National - all residential properties,National,All residential,76.3,-0.4,0.8,-5.0
2012-11-01,2012-11,National - apartments,National,Apartments,70.5,0.5,3.1,-8.1
2012-11-01,2012-11,National - houses,National,Houses,76.8,-0.4,0.5,-5.0
2012-11-01,2012-11,National excluding Dublin - all residential properties,National excluding Dublin,All residential,85.6,-1.3,-1.2,-10.0
2012-11-01,2012-11,National excluding Dublin - apartments,National excluding Dublin,Apartments,85.2,0.3,3.4,4.3
2012-11-01,2012-11,National excluding Dublin - houses,National excluding Dublin,Houses,85.6,-1.4,-1.5,-10.6
2012-11-01,2012-11,South Dublin - houses,South Dublin,Houses,68.4,1.5,2.9,-5.1
2012-11-01,2012-11,South-East - houses,South-East,Houses,82.4,-1.4,-3.0,-12.1
2012-11-01,2012-11,South-West - houses,South-West,Houses,83.5,-0.8,-0.3,-10.8
2012-11-01,2012-11,West - houses,West,Houses,97.2,-1.4,-2.7,-16.4
2012-12-01,2012-12,Border - houses,Border,Houses,96.1,-1.6,-3.8,-15.7
2012-12-01,2012-12,Dublin - all residential properties,Dublin,All residential,70.0,1.2,2.7,3.6
2012-12-01,2012-12,Dublin - apartments,Dublin,Apartments,69.0,0.3,2.1,-7.3
2012-12-01,2012-12,Dublin - houses,Dublin,Houses,70.3,1.4,3.0,5.2
2012-12-01,2012-12,Dublin City - houses,Dublin City,Houses,66.0,2.6,4.8,2.1
2012-12-01,2012-12,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,71.9,1.5,6.2,12.5
2012-12-01,2012-12,Fingal - houses,Fingal,Houses,71.7,0.3,2.1,1.0
2012-12-01,2012-12,Mid-East - houses,Mid-East,Houses,75.9,1.1,2.6,-2.9
2012-12-01,2012-12,Mid-West - houses,Mid-West,Houses,97.5,-2.2,-4.2,-11.8
2012-12-01,2012-12,Midland - houses,Midland,Houses,87.3,-1.0,-4.9,-9.8
2012-12-01,2012-12,National - all residential properties,National,All residential,76.6,0.4,0.4,-3.2
2012-12-01,2012-12,National - apartments,National,Apartments,71.0,0.7,2.6,-6.5
2012-12-01,2012-12,National - houses,National,Houses,77.1,0.5,0.3,-2.8
2012-12-01,2012-12,National excluding Dublin - all residential properties,National excluding Dublin,All residential,85.3,-0.4,-2.0,-9.2
2012-12-01,2012-12,National excluding Dublin - apartments,National excluding Dublin,Apartments,85.6,0.4,1.5,0.2
2012-12-01,2012-12,National excluding Dublin - houses,National excluding Dublin,Houses,85.2,-0.4,-2.2,-9.5
2012-12-01,2012-12,South Dublin - houses,South Dublin,Houses,69.6,1.6,4.5,-1.5
2012-12-01,2012-12,South-East - houses,South-East,Houses,82.0,-0.4,-1.6,-10.8
2012-12-01,2012-12,South-West - houses,South-West,Houses,83.7,0.3,-0.7,-8.6
2012-12-01,2012-12,West - houses,West,Houses,96.1,-1.2,-3.6,-16.0
2013-01-01,2013-01,Border - houses,Border,Houses,90.6,-5.7,-9.4,-19.1
2013-01-01,2013-01,Dublin - all residential properties,Dublin,All residential,69.4,-0.9,0.9,4.5
2013-01-01,2013-01,Dublin - apartments,Dublin,Apartments,69.6,1.0,1.3,-3.9
2013-01-01,2013-01,Dublin - houses,Dublin,Houses,69.5,-1.2,0.9,5.8
2013-01-01,2013-01,Dublin City - houses,Dublin City,Houses,65.7,-0.4,3.7,5.1
2013-01-01,2013-01,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,73.0,1.4,4.7,14.1
